id,first_name,second_name,web_name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,GW
209,Danilo Luiz,da Silva,Danilo,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,4,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,6,0,0,0,0,0,0,1,0,281907,0,0,0,3,0,0,0,0,0,0,45,TRUE,0,0,1
210,Sergio,Agüero,Agüero,0,14,0,0,0,0,0,0,8,10.8,0,0,210,0,0,4,1,1,0,1.8,0,1,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,45,0,0,6,0,0,0,0,1,0,1,0,67727,2,0,1,3,0,8,1,0,0,0,55,TRUE,0,0,1
211,Gabriel Fernando,de Jesus,Jesus,0,31,0,1,0,2,0,2,19,2.8,1,0,211,0,0,4,0,3,0,1.5,1,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,1,0,6,0,0,0,0,4,0,1,0,11803,1,0,2,3,0,11,2,0,0,0,60,TRUE,0,0,1
212,Ederson,Santana de Moraes,Ederson,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,4,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5521,0,0,0,3,0,0,0,0,0,0,50,TRUE,0,0,1
213,Claudio,Bravo,Bravo,0,18,0,0,0,16,0,1,14,0,0,0,213,0,0,6,0,2,0,3,25.6,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,0,0,14,0,0,0,0,10,0,1,4,230133,0,0,1,1,2,4,2,0,0,0,50,FALSE,0,0,1
214,Raheem,Sterling,Sterling,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,14,0,0,0,0,0,0,1,0,6756,0,0,0,1,2,0,0,0,0,0,45,FALSE,0,0,1
215,Kevin,De Bruyne,De Bruyne,0,45,0,0,0,16,0,4,38,1,0,0,215,0,0,6,0,2,0,2,18.6,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,0,0,14,0,0,0,0,6,0,1,0,62679,0,1,0,1,2,0,1,0,0,0,45,FALSE,0,0,1
216,Leroy,Sané,Sané,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,14,0,0,0,0,0,0,1,0,46271,0,0,0,1,2,0,0,0,0,0,45,FALSE,0,0,1
217,Riyad,Mahrez,Mahrez,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,14,0,0,0,0,0,0,1,0,20221,0,0,0,1,2,0,0,0,0,0,45,FALSE,0,0,1
218,Bernardo Mota,Veiga de Carvalho e Silva,Bernardo Silva,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,14,0,0,0,0,0,0,1,0,53420,0,0,0,1,2,0,0,0,0,0,40,FALSE,0,0,1
219,David,Silva,David Silva,0,50,0,0,0,12,0,1,41,40.3,1,0,219,0,0,6,0,2,0,5.6,13.4,3,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,0,0,14,0,0,0,0,6,0,1,0,16126,4,0,0,1,2,2,1,0,0,0,50,FALSE,0,0,1
220,Phil,Foden,Foden,0,59,0,0,0,14,0,3,54,1.6,0,0,220,0,0,6,1,2,0,1.4,10.6,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,0,0,14,0,0,0,0,8,0,1,0,759622,0,0,0,1,2,2,1,0,0,0,55,FALSE,0,0,1
221,Fernando,Luiz Rosa,Fernandinho,1,45,1,0,0,23,0,4,33,24.3,0,0,221,0,0,6,2,2,0,5.8,17.6,2,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,0,0,14,0,0,0,0,8,0,1,0,58068,5,2,0,1,2,16,4,0,0,0,50,FALSE,0,0,1
222,Ilkay,Gündogan,Gündogan,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,14,0,0,0,0,0,0,1,0,17835,0,0,0,1,2,0,0,0,0,0,50,FALSE,0,0,1
440,José Ángel,Esmorís Tasende,Angeliño,0,43,0,0,0,11,0,6,36,1.8,0,0,440,0,0,9,2,2,0,2,18,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,18,0,0,0,0,5,0,1,0,10711,0,1,0,0,2,0,0,0,0,0,45,FALSE,0,1,1
443,Rodrigo,Hernandez,Rodrigo,0,3,0,0,0,3,0,0,3,0.1,0,0,443,0,0,3,0,0,0,0.1,1,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,1,0,0,9,0,0,0,0,1,0,1,0,6259,0,0,0,2,0,0,1,0,0,0,45,FALSE,0,0,1
122,Aaron,Wan-Bissaka,Wan-Bissaka,1,23,1,0,0,21,0,0,20,13.8,6,0,122,0,0,4,1,0,0,4.8,23.8,1,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,14,0,0,10,0,0,0,0,1,0,1,0,480326,0,0,0,3,0,10,4,0,0,0,105,FALSE,0,0,1
223,Chris,Smalling,Smalling,0,36,0,0,0,4,0,1,32,20.6,2,0,223,0,0,1,3,0,0,4.4,6,1,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,59,1,0,1,0,0,0,0,4,0,1,0,244252,2,0,1,2,0,17,1,0,0,0,90,FALSE,0,0,1
224,Ashley,Young,Young,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,14,0,0,0,0,0,0,1,0,58166,0,0,0,1,2,0,0,0,0,0,55,FALSE,0,0,1
225,Victor,Lindelöf,Lindelöf,0,37,0,0,0,15,0,3,30,8.2,5,0,225,0,0,6,0,2,0,6.1,14.4,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,0,0,14,0,0,0,0,4,0,1,0,44794,5,2,1,1,2,38,2,0,0,0,55,FALSE,0,0,1
226,Luke,Shaw,Shaw,0,37,0,0,0,6,0,3,31,13.1,0,0,226,0,0,6,2,1,0,1.4,0.8,1,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,62,0,0,14,0,1,0,0,4,0,1,0,11148,1,1,0,1,2,0,1,0,0,0,45,FALSE,0,1,1
227,Marcos,Rojo,Rojo,0,87,0,0,0,13,0,3,72,15.3,1,0,227,0,0,6,2,2,0,5,19.2,1,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,0,0,14,0,0,0,0,10,0,1,0,33600,1,0,0,1,2,15,2,0,0,0,50,FALSE,0,0,1
228,Eric,Bailly,Bailly,0,17,0,0,0,5,0,2,16,1.5,0,0,228,0,0,6,0,1,0,0.5,3.4,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,10,0,0,14,0,0,0,0,3,0,1,0,3960,0,0,0,1,2,0,1,0,0,0,50,FALSE,0,0,1
229,José Diogo,Dalot Teixeira,Dalot,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,14,0,0,0,0,0,0,1,0,1207,0,0,0,1,2,0,0,0,0,0,45,FALSE,0,0,1
230,Matteo,Darmian,Darmian,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,14,0,0,0,0,0,0,1,0,5517,0,0,0,1,2,0,0,0,0,0,45,FALSE,0,0,1
231,Phil,Jones,Jones,0,76,0,0,0,13,0,1,65,6.2,0,0,231,0,0,6,0,1,0,1.7,10.8,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,79,0,0,14,0,0,0,0,5,0,1,0,10282,2,2,0,1,2,0,2,0,0,0,50,FALSE,0,0,1
232,Romelu,Lukaku,Lukaku,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,14,0,0,0,0,0,0,1,0,3158,0,0,0,1,2,0,0,0,0,0,50,FALSE,0,0,1
233,Marcus,Rashford,Rashford,0,37,0,0,0,10,0,1,29,13.8,2,0,233,0,0,6,0,1,0,5.1,8.2,1,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,62,1,0,14,0,0,0,0,3,0,1,0,32765,1,0,0,1,2,29,2,0,0,0,65,FALSE,0,0,1
234,Mason,Greenwood,Greenwood,0,2,0,1,1,25,0,0,2,14.5,0,0,234,0,0,6,0,1,1,9.1,35,1,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,27,0,1,14,0,0,0,0,0,0,1,0,242752,0,0,1,1,2,41,6,0,0,0,90,FALSE,0,0,1
235,David,de Gea,de Gea,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,14,0,0,0,0,0,0,1,0,77976,0,0,0,1,2,0,0,0,0,0,55,FALSE,0,0,1
236,Sergio,Romero,Romero,0,18,0,0,0,2,0,0,17,4.9,0,0,236,0,0,6,1,2,0,3.4,1.4,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,1,0,14,0,0,0,0,1,0,1,0,47721,4,1,0,1,2,28,2,0,0,0,60,FALSE,0,0,1
237,Lee,Grant,Grant,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,19,0,0,0,0,0,0,1,0,7587,0,0,0,0,4,0,0,0,0,0,50,TRUE,0,0,1
238,Paul,Pogba,Pogba,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,19,0,0,0,0,0,0,1,0,10305,0,0,0,0,4,0,0,0,0,0,50,TRUE,0,0,1
239,Anthony,Martial,Martial,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,19,0,0,0,0,0,0,1,0,347393,0,0,0,0,4,0,0,0,0,0,50,TRUE,0,0,1
240,Alexis,Sánchez,Sánchez,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,19,0,0,0,0,0,0,1,0,22078,0,0,0,0,4,0,0,0,0,0,45,TRUE,0,0,1
241,Jesse,Lingard,Lingard,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,19,0,0,0,0,0,0,1,0,26690,0,0,0,0,4,0,0,0,0,0,50,TRUE,0,0,1
242,Juan,Mata,Mata,0,58,0,0,0,27,1,5,53,0.5,0,0,242,0,0,5,3,0,0,2.5,20,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,19,0,0,0,0,9,0,1,0,13273,0,1,1,0,4,4,6,0,0,0,50,TRUE,0,0,1
243,Daniel,James,James,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,19,0,0,0,0,0,0,1,0,3630,0,0,0,0,4,0,0,0,0,0,50,TRUE,0,0,1
244,Frederico,Rodrigues de Paula Santos,Fred,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,19,0,0,0,0,0,0,1,0,7541,0,0,0,0,4,0,0,0,0,0,45,TRUE,0,0,1
245,Angel,Gomes,Gomes,0,69,0,0,0,22,1,2,58,8.3,1,0,245,0,0,5,1,0,0,4.2,20.8,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,1,1,19,0,0,0,0,6,0,1,0,787168,4,2,0,0,4,13,5,0,0,0,50,TRUE,0,1,1
246,Andreas,Pereira,Pereira,0,61,0,0,0,29,1,4,60,1.3,0,0,246,0,0,5,0,0,0,1.6,14.2,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,19,0,0,0,0,4,0,1,0,811455,0,1,0,0,4,0,6,0,0,0,60,TRUE,0,0,1
247,Nemanja,Matic,Matic,1,79,1,0,2,41,1,1,70,30.3,0,0,247,0,0,5,0,0,0,7.3,32.2,2,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,1,19,0,0,0,0,3,0,1,0,720845,1,2,0,0,4,10,11,0,0,0,60,TRUE,0,0,1
248,Scott,McTominay,McTominay,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,19,0,0,0,0,0,0,1,0,2117,0,0,0,0,4,0,0,0,0,0,65,TRUE,0,0,1
249,Tahith,Chong,Chong,0,21,0,0,0,3,0,2,21,0.8,0,0,249,0,0,5,2,0,0,0.3,2,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,21,0,0,19,0,0,0,0,3,0,1,0,61150,0,0,0,0,4,0,1,0,0,0,55,TRUE,0,0,1
250,James,Garner,Garner,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,19,0,0,0,0,0,0,1,0,73838,0,0,0,0,4,0,0,0,0,0,70,TRUE,0,0,1
251,Matt,Ritchie,Ritchie,0,33,0,0,3,52,1,0,27,29.3,1,0,251,0,0,5,0,0,2,18.5,77,2,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,81,1,1,19,0,0,0,0,5,0,1,0,758512,3,3,1,0,4,79,16,0,0,0,95,TRUE,0,0,1
252,Fabian,Schär,Schär,0,68,0,0,0,7,1,1,63,5.4,1,0,252,0,0,5,2,0,0,2.2,3.8,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,1,0,19,0,0,0,0,8,0,1,0,32164,3,0,2,0,4,13,3,0,0,0,55,TRUE,0,0,1
253,DeAndre,Yedlin,Yedlin,0,26,0,1,0,20,1,1,22,29,1,0,253,0,0,5,0,0,1,16.9,47.6,2,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,86,1,0,19,0,0,0,0,3,0,1,0,2478960,6,0,1,0,4,92,8,0,0,0,130,TRUE,1,0,1
254,Federico,Fernández,Fernández,1,102,1,0,0,26,1,1,95,54.4,0,0,254,0,0,5,3,0,0,10,33.6,3,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,3,19,0,0,0,0,4,0,1,0,14696,2,0,0,0,4,12,6,0,0,0,55,TRUE,0,0,1
255,Paul,Dummett,Dummett,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,19,0,0,0,0,0,0,1,0,51015,0,0,0,0,4,0,0,0,0,0,60,TRUE,0,0,1
256,Javier,Manquillo,Manquillo,0,68,0,0,0,15,1,1,60,17.6,2,0,256,0,0,5,0,0,0,3.8,10,1,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,19,0,0,0,0,9,0,1,0,232708,2,1,1,0,4,10,3,0,0,0,75,TRUE,0,0,1
257,Florian,Lejeune,Lejeune,1,35,1,0,0,23,1,0,28,29.5,2,0,257,0,0,5,1,0,0,6.7,22.6,2,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,68,0,0,19,0,0,0,0,1,0,1,0,1687015,1,0,1,0,4,15,5,0,0,0,95,TRUE,0,0,1
258,Jamaal,Lascelles,Lascelles,0,18,0,0,0,6,0,0,14,41.8,2,0,258,0,0,8,1,0,0,6.4,6,4,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,34,1,0,4,0,0,0,0,1,0,1,0,82610,0,1,3,0,0,16,1,0,0,0,55,TRUE,0,0,1
259,Ciaran,Clark,Clark,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,19,0,0,0,0,0,0,1,0,17914,0,0,0,0,4,0,0,0,0,0,50,TRUE,0,0,1
260,Yoshinori,Muto,Muto,0,37,0,0,1,27,1,0,24,0,0,0,260,0,1,1,0,0,0,2.1,21.4,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,90,0,0,1,0,0,0,0,13,0,1,3,796937,0,0,0,2,0,0,8,0,0,0,55,FALSE,0,0,1
261,Jose Luis,Mato Sanmartín,Joselu,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,1,0,0,0,0,0,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11627,0,0,0,2,0,0,0,0,0,0,50,FALSE,0,0,1
262,Martin,Dubravka,Dubravka,0,72,0,0,2,30,1,2,67,0.3,0,0,262,0,0,1,1,0,0,1.4,13.6,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,90,0,0,1,0,0,0,0,6,0,1,0,415001,0,2,0,2,0,0,8,0,0,0,55,FALSE,0,0,1
263,Karl,Darlow,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,1,0,0,0,0,0,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,105138,0,0,0,2,0,0,0,0,0,0,55,FALSE,0,0,1
264,Frederick,Woodman,Woodman,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,1,0,0,0,0,0,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,405078,0,0,0,2,0,0,0,0,0,0,65,FALSE,0,0,1
266,Miguel,Almirón,Almirón,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,1,0,0,0,0,0,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,53010,0,0,0,2,0,0,0,0,0,0,55,FALSE,0,0,1
267,Christian,Atsu,Atsu,2,56,0,0,3,46,1,4,43,28,0,0,267,0,0,1,0,0,0,11.4,56.8,2,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,90,0,0,1,0,0,0,0,6,0,1,0,440329,2,2,0,2,0,29,15,0,0,0,60,FALSE,0,0,1
268,Sung-yueng,Ki,Ki Sung-yueng,0,59,0,1,0,21,1,6,55,1.3,0,0,268,0,0,1,2,0,0,5.3,14.2,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,90,0,0,1,0,0,0,0,2,0,1,0,55175,0,0,1,2,0,37,6,0,0,0,55,FALSE,0,0,1
269,Jonjo,Shelvey,Shelvey,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,1,0,0,0,0,0,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18028,0,0,0,2,0,0,0,0,0,0,55,FALSE,0,0,1
270,Sean,Longstaff,Longstaff,0,30,0,0,0,22,1,1,24,17.8,3,0,270,0,0,1,3,0,1,10.8,38.2,1,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,86,0,0,1,0,0,0,0,2,0,1,0,95478,7,0,0,2,0,52,7,0,0,0,110,FALSE,1,1,1
271,Isaac,Hayden,Hayden,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,1,0,0,0,0,0,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,234240,0,0,0,2,0,0,0,0,0,0,85,FALSE,0,0,1
272,Timm,Klose,Klose,0,52,0,0,0,12,1,1,44,11.8,1,0,272,0,0,1,1,0,0,1.9,7.6,1,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,90,0,0,1,0,0,0,0,9,0,1,0,328372,2,0,0,2,0,0,3,0,0,0,55,FALSE,0,0,1
273,Ben,Godfrey,Godfrey,0,26,0,0,0,0,0,0,24,14.8,1,0,273,0,0,1,2,0,0,2.6,4.4,1,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,30,0,0,1,0,0,0,0,2,0,1,0,1288634,0,0,0,2,0,7,0,0,0,0,100,FALSE,0,1,1
274,Maximillian,Aarons,Aarons,0,49,0,0,0,9,1,2,42,6.7,0,0,274,0,0,1,0,0,0,2.1,3.6,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,90,0,0,1,0,0,0,0,6,0,1,0,65757,3,0,1,2,0,11,3,0,0,0,55,FALSE,0,0,1
275,Christoph,Zimmermann,Zimmermann,0,7,0,0,0,3,0,0,5,11.1,0,0,275,0,0,1,0,0,0,1.2,0,1,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,3,0,0,1,0,0,0,0,0,0,1,0,663136,0,0,1,2,0,1,1,0,0,0,95,FALSE,0,0,1
276,Jamal,Lewis,Lewis,0,36,0,0,0,23,1,1,25,6.1,1,0,276,0,0,1,1,0,1,6.5,35.6,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,90,0,0,1,0,0,0,0,2,0,1,0,312286,1,0,0,2,0,23,8,0,0,0,75,FALSE,0,0,1
277,Grant,Hanley,Hanley,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,1,0,0,0,0,0,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14777,0,0,0,2,0,0,0,0,0,0,50,FALSE,0,0,1
278,Teemu,Pukki,Pukki,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,1,0,0,0,0,0,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2951,0,0,0,2,0,0,0,0,0,0,50,FALSE,0,0,1
279,Dennis,Srbeny,Srbeny,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,1,0,0,0,0,0,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2425,0,0,0,2,0,0,0,0,0,0,50,FALSE,0,0,1
