id,first_name,second_name,web_name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,GW
280,Tim,Krul,Krul,0,22,0,1,0,4,1,1,18,29.6,0,0,280,0,0,1,0,0,0,7.7,8.2,2,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,78,1,0,1,0,0,0,0,2,0,1,0,1452447,1,1,1,2,0,39,2,0,0,0,110,FALSE,0,0,1
281,Michael,McGovern,McGovern,0,6,0,0,0,1,0,0,5,0.7,0,0,281,0,0,1,0,0,0,0.1,0.2,0,2018-08-12T15:00:00Z,12 Aug 16:00,0,0,11,0,0,1,0,0,0,0,1,0,1,0,121425,2,0,0,2,0,0,1,0,0,0,105,FALSE,0,0,1
282,Mario,Vrancic,Vrancic,0,20,0,0,0,15,0,2,5,0,0,0,282,0,0,6,0,1,0,2.1,21.2,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,0,0,11,0,0,0,0,6,0,1,3,1357478,0,0,0,1,2,0,3,0,0,0,60,TRUE,0,0,1
283,Emiliano,Buendía,Buendía,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,1,0,3795,0,0,0,1,2,0,0,0,0,0,50,TRUE,0,0,1
284,Onel,Hernández,Hernández,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,1,0,165459,0,0,0,1,2,0,0,0,0,0,60,TRUE,0,0,1
285,Marco,Stiepermann,Stiepermann,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,1,0,169200,0,0,0,1,2,0,0,0,0,0,55,TRUE,0,0,1
286,Kenny,McLean,McLean,0,67,0,0,3,30,0,7,57,14.5,1,0,286,0,1,6,0,1,1,11.1,60.8,1,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,0,0,11,0,0,0,0,8,0,1,0,162866,1,0,0,1,2,36,11,0,0,0,50,TRUE,1,0,1
287,Todd,Cantwell,Cantwell,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,1,0,5350,0,0,0,1,2,0,0,0,0,0,50,TRUE,0,0,1
288,Moritz,Leitner,Leitner,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,1,0,41761,0,0,0,1,2,0,0,0,0,0,65,TRUE,0,0,1
289,Alexander,Tettey,Tettey,0,34,0,0,0,16,0,5,27,2.3,0,0,289,0,0,6,1,1,0,3,20.6,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,0,0,11,0,0,0,0,5,0,1,0,20155,0,3,0,1,2,7,2,0,0,0,50,TRUE,0,0,1
290,Tom,Trybull,Trybull,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,1,0,868,0,0,0,1,2,0,0,0,0,0,50,TRUE,0,0,1
434,Josip,Drmic,Drmic,0,0,0,0,0,0,0,0,0,0,0,0,434,0,0,10,0,0,0,0,0,0,2018-08-11T16:30:00Z,11 Aug 17:30,0,0,0,0,0,8,0,0,0,0,0,0,1,0,7490,0,0,0,2,2,0,0,0,0,0,55,TRUE,0,0,1
435,Patrick,Roberts,Roberts,0,15,0,0,0,6,0,0,12,3.8,1,0,435,0,0,10,1,2,0,1.4,2.2,0,2018-08-11T16:30:00Z,11 Aug 17:30,0,0,70,0,0,8,0,0,0,0,3,0,1,0,40560,2,1,1,2,2,8,2,0,0,0,50,TRUE,0,0,1
291,Enda,Stevens,Stevens,0,24,0,0,0,13,0,8,23,0.3,1,0,291,0,0,6,0,1,0,2.4,23.4,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,0,0,11,0,0,0,0,6,0,1,0,133757,0,0,0,1,2,0,2,0,0,0,55,TRUE,0,0,1
292,Kieron,Freeman,Freeman,0,35,0,0,0,15,0,10,31,0.5,0,0,292,0,0,6,0,1,0,2.6,25.2,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,0,0,11,0,0,0,0,1,0,1,0,56146,0,0,0,1,2,0,2,0,0,0,50,TRUE,0,0,1
293,Jack,O'Connell,O'Connell,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,1,0,101792,0,0,0,1,2,0,0,0,0,0,60,TRUE,0,0,1
294,George,Baldock,Baldock,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,1,0,2241,0,0,0,1,2,0,0,0,0,0,55,TRUE,0,0,1
295,John,Egan,Egan,1,37,1,0,0,22,0,1,24,45.9,0,0,295,0,0,6,1,1,0,8.2,13.8,4,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,2,0,11,0,0,0,0,7,0,1,0,474589,3,2,0,1,2,22,5,0,0,0,105,TRUE,0,0,1
296,Richard,Stearman,Stearman,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,1,0,42537,0,0,0,1,2,0,0,0,0,0,50,TRUE,0,0,1
297,John,Lundstram,Lundstram,1,56,0,0,0,24,0,2,48,28.8,2,0,297,0,0,6,0,1,0,5.9,27,2,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,90,0,0,11,0,0,0,0,9,0,1,0,97791,2,0,1,1,2,3,5,0,0,0,65,TRUE,0,0,1
298,Billy,Sharp,Sharp,0,0,0,0,0,4,0,2,0,0,0,0,298,0,0,6,0,1,0,0.7,7,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,6,0,0,11,0,0,0,0,0,0,1,0,28693,0,0,0,1,2,0,1,0,0,0,50,TRUE,0,0,1
299,Jake,Eastwood,Eastwood,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,1,0,9519,0,0,0,1,2,0,0,0,0,0,50,TRUE,0,0,1
300,Mark,Duffy,Duffy,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,1,0,283400,0,0,0,1,2,0,0,0,0,0,70,TRUE,0,0,1
301,John,Fleck,Fleck,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,6,0,0,0,0,0,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,0,0,0,11,0,0,0,0,0,0,1,0,46847,0,0,0,1,2,0,0,0,0,0,75,TRUE,0,0,1
302,Oliver,Norwood,Norwood,0,68,0,0,2,29,1,3,54,9.9,6,0,302,0,0,6,1,0,1,9.1,56.8,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,83,0,0,11,0,0,0,0,7,0,1,0,354360,5,0,0,1,2,24,10,0,0,0,80,TRUE,0,0,1
303,David,McGoldrick,McGoldrick,0,6,0,0,0,3,0,0,6,0.6,0,0,303,0,0,6,0,1,0,0.3,0.4,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,14,0,0,11,0,0,0,0,1,0,1,0,39595,0,0,0,1,2,2,1,0,0,0,45,TRUE,0,0,1
423,Chris,Basham,Basham,0,68,0,0,0,19,0,6,57,5.5,0,0,423,0,1,10,0,2,0,2.9,23.4,0,2018-08-11T16:30:00Z,11 Aug 17:30,0,0,90,0,0,8,0,0,0,0,9,0,1,0,94567,2,3,0,2,2,0,1,0,0,0,45,TRUE,0,0,1
436,Simon,Moore,Moore,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,10,0,0,0,0,0,0,2018-08-11T16:30:00Z,11 Aug 17:30,0,0,0,0,0,8,0,0,0,0,0,0,1,0,14398,0,0,0,2,2,0,0,0,0,0,45,TRUE,0,0,1
441,Luke,Freeman,Freeman,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,3,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,9,0,0,0,0,0,0,1,0,20760,0,0,0,2,0,0,0,0,0,0,45,FALSE,0,0,1
444,Phil,Jagielka,Jagielka,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,3,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,9,0,0,0,0,0,0,1,0,9466,0,0,0,2,0,0,0,0,0,0,50,FALSE,0,0,1
304,Jannik,Vestergaard,Vestergaard,0,52,0,0,0,8,1,5,48,5.1,0,0,304,0,1,6,3,0,0,1,4.6,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,75,0,0,11,0,0,0,0,5,0,1,0,232569,2,1,0,1,2,0,2,0,0,0,60,TRUE,0,1,1
305,Ryan,Bertrand,Bertrand,0,20,0,0,0,13,1,4,17,5.8,0,0,305,0,0,6,0,0,0,1.7,11,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,66,1,0,11,0,0,0,0,3,0,1,0,515309,1,3,0,1,2,0,2,0,0,0,70,TRUE,0,0,1
306,Yan,Valery,Valery,0,5,0,1,0,-2,0,0,4,0.5,0,0,306,0,0,6,1,1,0,2.2,4,0,2018-08-10T19:00:00Z,10 Aug 20:00,0,0,23,1,0,11,0,0,0,0,0,0,1,0,349932,0,0,0,1,2,17,1,0,0,0,110,TRUE,0,0,1
307,Jan,Bednarek,Bednarek,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,17,0,0,0,0,0,0,1,0,16575,0,0,0,2,1,0,0,0,0,0,45,TRUE,0,0,1
308,Jack,Stephens,Stephens,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,17,0,0,0,0,0,0,1,0,4954,0,0,0,2,1,0,0,0,0,0,45,TRUE,0,0,1
310,Maya,Yoshida,Yoshida,0,40,0,0,0,6,0,3,27,1.2,0,0,310,0,0,7,1,2,0,0.8,6,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,90,0,0,17,0,0,0,0,1,0,1,0,81314,1,1,1,2,1,1,1,0,0,0,45,TRUE,0,0,1
311,Kayne,Ramsay,Ramsay,0,33,0,0,0,9,0,5,22,0.7,0,0,311,0,0,7,1,2,0,4.5,18.4,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,90,0,0,17,0,0,0,0,6,0,1,0,10582,1,1,1,2,1,26,1,0,0,0,45,TRUE,0,0,1
312,Charlie,Austin,Austin,0,48,0,0,0,16,0,8,38,0.5,0,0,312,0,0,7,1,2,0,2.1,14.8,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,90,0,0,17,0,0,0,0,7,0,1,0,423390,1,2,0,2,1,6,1,0,0,0,50,TRUE,0,0,1
313,Danny,Ings,Ings,0,38,0,0,0,8,0,4,24,1.4,0,0,313,0,0,7,0,2,0,1.2,10,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,90,0,0,17,0,0,0,0,4,0,1,0,9349,0,0,1,2,1,1,1,0,0,0,45,TRUE,0,0,1
314,Michael,Obafemi,Obafemi,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,17,0,0,0,0,0,0,1,0,1440,0,0,0,2,1,0,0,0,0,0,45,TRUE,0,0,1
315,Shane,Long,Long,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,17,0,0,0,0,0,0,1,0,8511,0,0,0,2,1,0,0,0,0,0,45,TRUE,0,0,1
316,Sam,Gallagher,Gallagher,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,17,0,0,0,0,0,0,1,0,12652,0,0,0,2,1,0,0,0,0,0,40,TRUE,0,0,1
317,Fraser,Forster,Forster,1,22,1,0,0,19,0,3,19,36.7,1,0,317,0,0,7,3,2,0,6.7,21.4,2,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,68,0,1,17,0,0,0,0,4,0,1,0,46207,1,0,1,2,1,9,5,0,0,0,60,TRUE,0,0,1
318,Alex,McCarthy,McCarthy,0,57,0,0,0,13,0,1,43,31.8,2,0,318,0,0,7,3,2,0,4.3,11.4,2,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,90,0,0,17,0,0,0,0,12,0,1,0,51885,0,0,0,2,1,0,2,0,0,0,55,TRUE,0,0,1
319,Angus,Gunn,Gunn,0,29,0,0,0,7,0,5,22,12.5,2,0,319,0,1,7,1,2,0,3.2,11.4,1,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,90,0,0,17,0,0,0,0,5,0,1,0,5156,3,2,1,2,1,8,1,0,0,0,50,TRUE,0,1,1
320,Nathan,Redmond,Redmond,0,5,0,0,0,4,0,0,4,14,2,0,320,0,0,7,0,0,0,2.1,6.2,1,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,21,1,1,17,0,0,0,0,2,0,1,0,9385,3,1,1,2,1,1,1,0,0,0,55,TRUE,0,0,1
321,James,Ward-Prowse,Ward-Prowse,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,17,0,0,0,0,0,0,1,0,2929,0,0,0,2,1,0,0,0,0,0,50,TRUE,0,0,1
322,Mohamed,Elyounoussi,Elyounoussi,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,17,0,0,0,0,0,0,1,0,97,0,0,0,2,1,0,0,0,0,0,50,TRUE,0,0,1
323,Stuart,Armstrong,Armstrong,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,17,0,0,0,0,0,0,1,0,11288,0,0,0,2,1,0,0,0,0,0,45,TRUE,0,0,1
324,Mario,Lemina,Lemina,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,17,0,0,0,0,0,0,1,0,12763,0,0,0,2,1,0,0,0,0,0,50,TRUE,0,0,1
325,Pierre-Emile,Højbjerg,Højbjerg,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,17,0,0,0,0,0,0,1,0,10803,0,0,0,2,1,0,0,0,0,0,60,TRUE,0,0,1
326,Tyreke,Johnson,Johnson,0,14,0,0,0,9,0,2,13,13.1,2,0,326,0,0,7,0,2,0,4.6,15.6,1,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,80,0,0,17,0,0,0,0,5,0,1,0,146474,2,0,0,2,1,17,2,0,0,0,65,TRUE,0,0,1
327,Callum,Slattery,Slattery,0,23,1,0,1,30,0,2,12,15.8,1,0,327,0,0,7,1,2,1,12.2,38.6,2,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,58,0,0,17,0,0,0,0,3,0,1,0,89238,3,1,0,2,1,68,5,0,0,0,50,TRUE,0,1,1
328,Oriol,Romeu Vidal,Oriol Romeu,0,22,0,0,3,34,1,2,10,0,0,0,328,0,0,8,0,0,0,4.6,46,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,4,0,0,0,0,9,0,1,6,31997,0,0,0,0,0,0,11,0,0,0,45,TRUE,0,0,1
437,Che,Adams,Adams,0,38,0,1,0,25,0,3,30,15.5,1,0,437,0,0,10,0,2,1,12,44.8,1,2018-08-11T16:30:00Z,11 Aug 17:30,0,0,90,2,0,8,0,0,0,0,2,0,1,0,129989,5,0,0,2,2,60,6,0,0,0,55,TRUE,0,0,1
438,Moussa,Djenepo,Djenepo,0,8,0,0,0,3,0,0,7,2,1,0,438,0,0,10,0,0,0,0.9,1.2,0,2018-08-11T16:30:00Z,11 Aug 17:30,0,0,19,0,0,8,0,0,0,0,0,0,1,0,46942,1,0,0,2,2,6,1,0,0,0,50,TRUE,0,0,1
329,Ben,Davies,Davies,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,8,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,4,0,0,0,0,0,0,1,0,65137,0,0,0,0,0,0,0,0,0,0,45,TRUE,0,0,1
330,Jan,Vertonghen,Vertonghen,0,29,0,0,0,24,1,2,22,31.3,0,0,330,0,0,8,0,0,0,6,18.4,2,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,2,4,0,0,0,0,4,0,1,0,349632,0,0,0,0,0,10,6,0,0,0,50,TRUE,0,0,1
331,Toby,Alderweireld,Alderweireld,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,8,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,4,0,0,0,0,0,0,1,0,77036,0,0,0,0,0,0,0,0,0,0,45,TRUE,0,0,1
332,Danny,Rose,Rose,0,11,0,0,0,4,0,2,9,1.3,0,0,332,0,0,8,0,0,0,0.8,4.2,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,55,0,0,4,0,0,0,0,1,0,1,0,398975,0,0,0,0,0,2,1,0,0,0,45,TRUE,0,0,1
333,Davinson,Sánchez,Sánchez,0,51,0,0,0,28,1,8,39,12.1,0,0,333,0,0,8,0,0,0,7.2,27.2,1,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,4,0,0,0,0,9,0,1,0,10138,0,0,0,0,0,33,6,0,0,0,45,TRUE,0,0,1
334,Kieran,Trippier,Trippier,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,8,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,4,0,0,0,0,0,0,1,0,64439,0,0,0,0,0,0,0,0,0,0,40,TRUE,0,0,1
335,Juan,Foyth,Foyth,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,8,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,4,0,0,0,0,0,0,1,0,264706,0,0,0,0,0,0,0,0,0,0,40,TRUE,0,0,1
336,Serge,Aurier,Aurier,0,41,0,0,0,22,1,4,29,1.1,0,0,336,0,1,8,0,0,0,1.1,8.6,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,4,0,0,0,0,8,0,1,0,19002,0,0,1,0,0,1,6,0,0,0,45,TRUE,0,0,1
337,Kyle,Walker-Peters,Walker-Peters,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,8,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,4,0,0,0,0,0,0,1,0,7799,0,0,0,0,0,0,0,0,0,0,50,TRUE,0,0,1
338,Harry,Kane,Kane,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,8,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,4,0,0,0,0,0,0,1,0,27127,0,0,0,0,0,0,0,0,0,0,55,TRUE,0,0,1
339,Vincent,Janssen,Janssen,0,49,0,0,0,12,1,3,42,4.1,0,0,339,0,0,8,0,0,0,3.2,17.4,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,4,0,0,0,0,5,0,1,0,140250,0,0,0,0,0,10,3,0,0,0,45,TRUE,0,0,1
340,Hugo,Lloris,Lloris,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,8,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,4,0,0,0,0,0,0,1,0,23517,0,0,0,0,0,0,0,0,0,0,45,TRUE,0,0,1
341,Paulo,Gazzaniga,Gazzaniga,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,8,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,4,0,0,0,0,0,0,1,0,462,0,0,0,0,0,0,0,0,0,0,55,TRUE,0,0,1
342,Heung-Min,Son,Son,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,8,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,4,0,0,0,0,0,0,1,0,4891,0,0,0,0,0,0,0,0,0,0,45,TRUE,0,0,1
343,Christian,Eriksen,Eriksen,0,32,0,0,0,13,1,0,28,13.4,5,0,343,0,0,8,0,0,0,6.1,10,1,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,4,0,0,0,0,5,0,1,0,24948,4,0,0,0,0,38,3,0,0,0,55,TRUE,0,0,1
344,Bamidele,Alli,Alli,0,46,0,0,0,7,1,1,40,8.8,1,0,344,0,0,8,4,0,0,7,7.8,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,4,0,0,0,0,1,0,1,0,9971,1,1,1,0,0,53,3,0,0,0,50,TRUE,0,0,1
345,Lucas,Rodrigues Moura da Silva,Lucas Moura,0,13,0,0,0,5,0,0,9,29.2,1,0,345,0,0,8,0,0,0,4,5,2,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,55,1,0,4,0,0,0,0,2,0,1,0,13490,0,0,0,0,0,6,1,0,0,0,55,TRUE,0,0,1
346,Erik,Lamela,Lamela,0,14,0,0,0,6,0,1,11,58.3,1,0,346,0,0,8,1,0,0,9.6,12,4,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,34,0,1,4,0,0,0,0,2,0,1,0,23886,2,0,0,0,0,26,1,0,0,0,65,TRUE,0,0,1
347,Harry,Winks,Winks,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,8,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,4,0,0,0,0,0,0,1,0,90569,0,0,0,0,0,0,0,0,0,0,50,TRUE,0,0,1
