id,first_name,second_name,web_name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,GW
348,Victor,Wanyama,Wanyama,0,10,0,0,0,5,1,0,7,21.8,0,0,348,0,0,8,2,0,0,3.5,5.2,2,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,71,0,0,4,0,0,0,0,2,0,1,0,85810,1,0,0,0,0,8,2,0,0,0,60,TRUE,0,0,1
349,Moussa,Sissoko,Sissoko,0,5,0,0,0,3,0,0,2,3.2,0,0,349,0,0,8,0,0,0,0.5,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,18,0,0,4,0,0,0,0,1,0,1,0,18085,0,0,0,0,0,2,1,0,0,0,60,TRUE,0,0,1
350,Eric,Dier,Dier,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,8,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,4,0,0,0,0,0,0,1,0,196,0,0,0,0,0,0,0,0,0,0,55,TRUE,0,0,1
351,Luke,Amos,Amos,0,29,0,0,0,12,0,4,18,0,0,0,351,0,0,7,0,1,0,1.6,16.4,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,90,0,0,15,0,0,0,0,8,0,1,1,380621,0,0,0,2,1,0,2,0,0,0,55,FALSE,0,0,1
352,Oliver,Skipp,Skipp,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,15,0,0,0,0,0,0,1,0,5427,0,0,0,2,1,0,0,0,0,0,50,FALSE,0,0,1
442,Tanguy,Ndombele,Ndombele,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,3,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,9,0,0,0,0,0,0,1,0,3994,0,0,0,2,0,0,0,0,0,0,40,FALSE,0,0,1
353,José,Holebas,Holebas,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,15,0,0,0,0,0,0,1,0,159975,0,0,0,2,1,0,0,0,0,0,60,FALSE,0,0,1
354,Christian,Kabasele,Kabasele,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,15,0,0,0,0,0,0,1,0,69060,0,0,0,2,1,0,0,0,0,0,60,FALSE,0,0,1
355,Adam,Masina,Masina,0,76,0,0,3,35,0,14,69,1.3,0,0,355,0,0,7,0,1,1,10.8,73.8,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,90,0,0,15,0,0,0,0,7,0,1,0,414376,0,1,0,2,1,33,11,0,0,0,60,FALSE,0,0,1
356,Adrian,Mariappa,Mariappa,0,61,0,0,0,15,0,5,49,28.4,1,0,356,0,0,7,3,1,0,6.9,20.6,2,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,90,0,1,15,0,0,0,0,7,0,1,0,428966,0,0,0,2,1,20,2,0,0,0,60,FALSE,0,0,1
357,Francisco,Femenía Far,Kiko Femenía,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,15,0,0,0,0,0,0,1,0,1217102,0,0,0,2,1,0,0,0,0,0,60,FALSE,0,0,1
358,Craig,Cathcart,Cathcart,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,15,0,0,0,0,0,0,1,0,22811,0,0,0,2,1,0,0,0,0,0,45,FALSE,0,0,1
359,Daryl,Janmaat,Janmaat,1,73,1,1,0,24,0,11,67,11.4,0,0,359,0,0,7,0,1,0,6.2,35.6,1,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,90,0,0,15,0,0,0,0,2,0,1,0,122431,0,0,3,2,1,15,5,0,0,0,60,FALSE,0,0,1
360,Marc,Navarro,Navarro,1,48,1,0,0,22,0,6,35,20.7,1,0,360,0,0,7,3,1,0,5.8,32.8,1,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,90,0,2,15,0,0,0,0,4,0,1,0,49004,2,0,1,2,1,4,5,0,0,0,60,FALSE,0,0,1
361,Sebastian,Prödl,Prödl,0,55,0,0,0,15,0,9,48,5.4,0,0,361,0,0,7,2,1,0,2.8,22.2,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,87,0,0,15,0,0,0,0,4,0,1,0,109552,1,3,0,2,1,0,1,0,0,0,50,FALSE,0,1,1
362,Troy,Deeney,Deeney,0,24,0,0,0,2,0,0,23,0.5,1,0,362,0,0,7,0,0,0,0.5,3,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,22,0,0,15,0,0,0,0,3,0,1,0,72326,2,0,1,2,1,1,1,0,0,0,50,FALSE,0,0,1
363,Gerard,Deulofeu,Deulofeu,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,15,0,0,0,0,0,0,1,0,4017,0,0,0,2,1,0,0,0,0,0,65,FALSE,0,0,1
364,Andre,Gray,Gray,0,55,0,0,0,15,0,2,47,72.3,0,0,364,0,0,7,0,1,0,10.4,19.2,5,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,90,0,1,15,0,0,0,0,6,0,1,0,840208,3,0,1,2,1,12,2,0,0,0,95,FALSE,0,0,1
365,Isaac,Success Ajayi,Success,0,38,0,0,2,34,0,4,29,2.9,1,0,365,0,0,7,0,1,1,12,59.2,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,79,0,0,15,0,0,0,0,9,0,1,0,175864,3,1,0,2,1,58,9,0,0,0,90,FALSE,1,0,1
366,Ben,Foster,Foster,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,15,0,0,0,0,0,0,1,0,2567,0,0,0,2,1,0,0,0,0,0,50,FALSE,0,0,1
367,Pontus,Dahlberg,Dahlberg,0,6,0,0,0,7,0,0,4,1,0,0,367,0,0,7,0,0,0,1.1,8,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,10,0,0,15,0,0,0,0,1,0,1,0,374626,0,2,0,2,1,2,1,0,0,0,85,FALSE,0,0,1
368,Abdoulaye,Doucouré,Doucouré,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,15,0,0,0,0,0,0,1,0,646,0,0,0,2,1,0,0,0,0,0,55,FALSE,0,0,1
369,Roberto,Pereyra,Pereyra,0,51,0,0,0,11,0,1,43,7.1,0,0,369,0,0,7,2,1,0,3.5,10.6,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,90,0,1,15,0,0,0,0,3,0,1,0,2814,1,1,0,2,1,17,2,0,0,0,50,FALSE,0,0,1
370,Will,Hughes,Hughes,0,21,0,0,0,8,0,2,14,3.2,2,0,370,0,0,7,1,1,0,2.8,5,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,67,0,0,15,0,0,0,0,2,0,1,0,108496,2,1,0,2,1,20,2,0,0,0,70,FALSE,0,0,1
371,Tom,Cleverley,Cleverley,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,7,0,0,0,0,0,0,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,0,0,0,15,0,0,0,0,0,0,1,0,15635,0,0,0,2,1,0,0,0,0,0,60,FALSE,0,0,1
372,Ken,Sema,Sema,0,32,0,0,0,5,0,1,22,24.3,1,0,372,0,0,7,1,1,0,5.7,6.6,2,2018-08-11T11:30:00Z,11 Aug 12:30,0,0,90,0,0,15,0,0,0,0,5,0,1,0,1430959,2,1,1,2,1,26,1,0,0,0,125,FALSE,0,1,1
373,Etienne,Capoue,Capoue,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,1,0,22758,0,0,0,0,2,0,0,0,0,0,45,TRUE,0,0,1
374,Nathaniel,Chalobah,Chalobah,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3773,0,0,0,0,2,0,0,0,0,0,45,TRUE,0,0,1
375,Domingos,Quina,Quina,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,1,0,10718,0,0,0,0,2,0,0,0,0,0,45,TRUE,0,0,1
439,Craig,Dawson,Dawson,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,18,0,0,0,0,0,0,1,0,68519,0,0,0,0,2,0,0,0,0,0,40,FALSE,0,0,1
376,Aaron,Cresswell,Cresswell,0,50,0,0,0,23,1,3,39,0.6,0,0,376,0,0,9,1,0,0,1.7,10.4,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,3,0,0,0,0,5,0,1,0,4273,0,1,0,0,2,6,6,0,0,0,45,TRUE,0,0,1
377,Angelo,Ogbonna,Ogbonna,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,1,0,9721,0,0,0,0,2,0,0,0,0,0,45,TRUE,0,0,1
378,Arthur,Masuaku,Masuaku,2,31,1,0,2,47,1,1,27,72.5,0,0,378,0,0,9,1,0,0,12.5,44.8,5,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,2,3,0,0,0,0,7,0,1,0,24697,3,1,0,0,2,8,13,0,0,0,45,TRUE,0,1,1
379,Pablo,Zabaleta,Zabaleta,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,1,0,4748,0,0,0,0,2,0,0,0,0,0,45,TRUE,0,0,1
380,Ryan,Fredericks,Fredericks,0,47,0,1,0,17,1,2,35,0.2,0,0,380,0,0,9,0,0,0,3,8,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,3,0,0,0,0,2,0,1,0,34071,0,0,1,0,2,22,6,0,0,0,45,TRUE,0,0,1
381,Issa,Diop,Diop,0,37,0,0,1,25,1,7,23,6.3,2,0,381,0,0,9,1,0,0,4.3,15.2,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,1,3,0,0,0,0,7,0,1,0,24868,1,1,1,0,2,21,7,0,0,0,50,TRUE,0,0,1
382,Fabián,Balbuena,Balbuena,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,1,0,11219,0,0,0,0,2,0,0,0,0,0,45,TRUE,0,0,1
383,Winston,Reid,Reid,0,3,0,0,0,5,0,0,2,0.1,0,0,383,0,0,9,0,0,0,0.2,2.2,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,3,0,0,3,0,0,0,0,2,0,1,0,25857,0,1,0,0,2,0,1,0,0,0,45,TRUE,0,0,1
384,Ben,Johnson,Johnson,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5698,0,0,0,0,2,0,0,0,0,0,45,TRUE,0,0,1
385,Marko,Arnautovic,Arnautovic,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5864,0,0,0,0,2,0,0,0,0,0,45,TRUE,0,0,1
386,Javier,Hernández Balcázar,Chicharito,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5629,0,0,0,0,2,0,0,0,0,0,45,TRUE,0,0,1
387,Alexandre Nascimento,Costa Silva,Xande Silva,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,1,0,12307,0,0,0,0,2,0,0,0,0,0,45,TRUE,0,0,1
388,Lukasz,Fabianski,Fabianski,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,1,0,494,0,0,0,0,2,0,0,0,0,0,50,TRUE,0,0,1
389,Michail,Antonio,Antonio,0,56,0,0,0,8,1,4,41,2.9,2,0,389,0,0,9,4,0,0,2.2,9.8,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,3,0,0,0,0,7,0,1,0,14003,1,2,2,0,2,9,2,0,0,0,50,TRUE,0,1,1
390,Felipe Anderson,Pereira Gomes,Felipe Anderson,0,66,0,0,0,16,1,1,55,25.8,1,0,390,0,0,9,1,0,0,3.9,11.6,2,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,3,0,0,0,0,10,0,1,0,108189,1,1,0,0,2,2,3,0,0,0,60,TRUE,0,0,1
391,Manuel,Lanzini,Lanzini,0,35,1,0,3,56,1,2,29,14.5,5,0,391,0,0,9,0,0,2,15.4,73.6,1,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,86,0,0,3,0,0,0,0,12,0,1,0,22304,6,0,1,0,2,66,16,0,0,0,60,TRUE,1,0,1
392,Andriy,Yarmolenko,Yarmolenko,0,24,0,0,0,3,1,0,18,3.8,1,0,392,0,0,9,1,0,0,3.2,10.2,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,80,0,0,3,0,0,0,0,3,0,1,0,25044,2,0,2,0,2,18,3,0,0,0,50,TRUE,0,0,1
393,Robert,Snodgrass,Snodgrass,0,31,0,0,3,46,0,2,24,5.6,0,0,393,0,0,10,1,2,2,14,78.2,0,2018-08-11T16:30:00Z,11 Aug 17:30,0,0,85,0,0,20,0,0,0,0,6,0,1,0,872082,3,3,0,2,2,56,14,0,0,0,65,FALSE,0,1,1
394,Jack,Wilshere,Wilshere,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,1,0,19281,0,0,0,0,2,0,0,0,0,0,55,TRUE,0,0,1
395,Declan,Rice,Rice,0,11,0,0,0,8,1,0,8,25.2,0,0,395,0,0,9,0,0,0,5.9,7,2,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,73,0,1,3,0,0,0,0,1,0,1,0,30395,0,0,1,0,2,27,2,0,0,0,60,TRUE,0,0,1
396,Mark,Noble,Noble,0,21,0,1,0,2,1,1,13,6.3,0,0,396,0,0,9,1,0,0,3.1,5,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,90,0,0,3,0,0,0,0,3,0,1,0,52178,2,1,1,0,2,20,2,0,0,0,60,TRUE,0,0,1
397,Carlos,Sánchez,Carlos Sánchez,0,0,0,0,0,0,0,0,0,0,0,0,397,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1583,0,0,0,0,2,0,0,0,0,0,50,TRUE,0,0,1
398,Grady,Diangana,Diangana,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,9,0,0,0,0,0,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,0,0,0,3,0,0,0,0,0,0,1,0,9283,0,0,0,0,2,0,0,0,0,0,45,TRUE,0,0,1
399,Pablo,Fornals,Fornals,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,12,0,0,0,0,0,0,1,0,26929,0,0,0,0,4,0,0,0,0,0,45,FALSE,0,0,1
400,Pedro,Obiang,Obiang,0,25,0,0,0,18,0,1,12,0,0,0,400,0,0,5,0,4,0,3,30.4,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,12,0,0,0,0,13,0,1,4,911117,0,0,0,0,4,0,1,0,0,0,45,FALSE,0,0,1
401,Matt,Doherty,Doherty,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,12,0,0,0,0,0,0,1,0,1204,0,0,0,0,4,0,0,0,0,0,45,FALSE,0,0,1
402,Jonathan,Castro Otto,Jonny,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,12,0,0,0,0,0,0,1,0,103396,0,0,0,0,4,0,0,0,0,0,55,FALSE,0,0,1
403,Conor,Coady,Coady,0,31,0,0,0,16,0,6,30,13.2,0,0,403,0,0,5,0,4,0,3.5,20,1,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,12,0,0,0,0,2,0,1,0,47740,0,0,0,0,4,2,0,0,0,0,45,FALSE,0,0,1
404,Ryan,Bennett,Bennett,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,12,0,0,0,0,0,0,1,0,3347,0,0,0,0,4,0,0,0,0,0,45,FALSE,0,0,1
405,Willy,Boly,Boly,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,12,0,0,0,0,0,0,1,0,177648,0,0,0,0,4,0,0,0,0,0,45,FALSE,0,0,1
406,Rúben Gonçalo,Silva Nascimento Vinagre,Vinagre,0,24,0,0,0,5,0,1,22,0.6,0,0,406,0,0,5,0,2,0,0.4,3,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,45,0,0,12,0,0,0,0,1,0,1,0,16061,0,1,0,0,4,0,0,0,0,0,45,FALSE,0,0,1
407,Romain,Saïss,Saïss,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,12,0,0,0,0,0,0,1,0,6834,0,0,0,0,4,0,0,0,0,0,45,FALSE,0,0,1
408,Max,Kilman,Kilman,0,26,0,0,0,5,0,1,18,1.3,1,0,408,0,0,5,0,4,0,0.8,6.2,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,12,0,0,0,0,0,0,1,0,32501,2,0,0,0,4,0,0,0,0,0,50,FALSE,0,0,1
409,Raúl,Jiménez,Jiménez,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,12,0,0,0,0,0,0,1,0,46623,0,0,0,0,4,0,0,0,0,0,45,FALSE,0,0,1
410,Diogo,Jota,Jota,0,41,0,0,0,16,0,4,32,0.7,0,0,410,0,0,5,1,4,0,2.2,21,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,12,0,0,0,0,8,0,1,0,113838,3,4,0,0,4,0,2,0,0,0,45,FALSE,0,0,1
411,Rui Pedro,dos Santos Patrício,Patrício,0,67,0,0,0,12,0,0,59,1.5,0,0,411,0,0,5,1,4,0,0.9,7,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,0,0,12,0,0,0,0,8,0,1,0,23453,1,1,0,0,4,0,2,0,0,0,50,FALSE,0,0,1
412,John,Ruddy,Ruddy,0,2,0,0,0,3,0,0,1,0,0,0,412,0,0,3,0,0,0,2.2,5,0,2018-08-11T14:00:00Z,11 Aug 15:00,0,0,2,0,0,9,0,0,0,0,1,0,1,0,27371,0,0,0,2,0,17,1,0,0,0,50,FALSE,0,0,1
413,Will,Norris,Norris,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,12,0,0,0,0,0,0,1,0,63157,0,0,0,0,4,0,0,0,0,0,45,FALSE,0,0,1
414,Rúben Diogo,da Silva Neves,Neves,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,12,0,0,0,0,0,0,1,0,2371,0,0,0,0,4,0,0,0,0,0,65,FALSE,0,0,1
415,João Filipe Iria,Santos Moutinho,Moutinho,0,13,0,0,0,5,0,3,7,14,2,0,415,0,0,5,2,4,0,5.7,18.6,1,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,90,1,0,12,0,0,0,0,5,0,1,0,79349,3,2,1,0,4,24,1,0,0,0,70,FALSE,0,1,1
416,Morgan,Gibbs-White,Gibbs-White,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,12,0,0,0,0,0,0,1,0,16169,0,0,0,0,4,0,0,0,0,0,45,FALSE,0,0,1
417,Adama,Traoré,Traoré,0,11,0,0,0,-1,0,0,11,2.6,0,0,417,0,0,5,2,3,0,2.6,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,66,1,0,12,0,0,0,0,0,0,1,0,973948,3,0,1,0,4,28,2,0,0,0,70,FALSE,0,0,1
418,Hélder,Costa,Costa,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,12,0,0,0,0,0,0,1,0,2216,0,0,0,0,4,0,0,0,0,0,55,FALSE,0,0,1
419,Ivan,Cavaleiro,Cavaleiro,0,4,0,0,0,3,0,0,2,0,0,0,419,0,0,5,0,1,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,28,0,0,12,0,0,0,0,0,0,1,0,118570,0,0,0,0,4,0,1,0,0,0,65,FALSE,0,0,1
420,Leander,Dendoncker,Dendoncker,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,5,0,0,0,0,0,0,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,0,0,0,12,0,0,0,0,0,0,1,0,1133,0,0,0,0,4,0,0,0,0,0,50,FALSE,0,0,1
